Address,AddressType,AddressSource,ShipVia,AddressDefault,Status,AddressID,AddressName,Line1,Line2,City,State,PostalCode,Country,Phone,Fax,LeadDays,Accounting,Shipping,Notes
2950,Customer,DMELE,,0,Active,Ship01,DM ELECTRONICS,3501 JACK NORTHROP AVE SUITE # BR839,,HAWTHORNE,CA,90250,USA,,,0,FALSE,TRUE,Added via script
2951,Customer,DMELE,,0,Active,Ship02,DM ELECTRONICS,4283 EXPRESS LANE SUITE 5237-479,,SARASOTA,FL,34249,USA,,,0,FALSE,TRUE,Added via script
2952,Customer,DNHGLO,,111,Active,Main,DNH GLOBAL SOLUTIONS,3607 CRESTA CT,,OCEANSIDE,CA,92056,USA,,,0,FALSE,TRUE,Added via script
2953,Customer,DRG,,111,Active,Main,DRG,C17TS MCCHORD 1307 WEST STREET BLDG 1307,,MCCHORD AFB,WA,98438,USA,,,0,FALSE,TRUE,Added via script
2954,Customer,DSVAIR,,111,Active,Main,DSV AIR & SEA,800 FEDEEAL BLVD. DOOR 15,,CARTERET,NJ,7008,USA,,,0,FALSE,TRUE,Added via script
2955,Customer,DYNCOR,,111,Active,Main,DYNALEC CORPORATION,P.O. BOX 78099,,ST. LOUIS,MO,63178,USA,,,0,FALSE,TRUE,Added via script
2956,Customer,DYNCOR,,0,Active,Ship01,DYNALEC CORPORATION,87 WEST MAIN ST PO BOX 188,,SODUS,NY,14551-1052,USA,,,0,FALSE,TRUE,Added via script
2957,Customer,DYNCOR,,0,Active,Ship02,DYNALEC CORPORATION,79 ROTTERDAM RD,,SODUS,NY,14551-1052,USA,,,0,FALSE,TRUE,Added via script
2958,Customer,ELECON,,111,Active,Main,ELECTRICAL CONNECTIONS INT.,195 LEHIGH AVE UNITS 3,,LAKEWOOD,NY,8701,USA,,,0,FALSE,TRUE,Added via script
2959,Customer,ELEEQU,,111,Active,Main,ELECTRICAL EQUIPMENT CO.,P.O. BOX 37339,,RALEIGH,NC,27627-7339,USA,,,0,FALSE,TRUE,Added via script
2960,Customer,ELEEQU,,0,Active,Ship01,ELECTRICAL EQUIPMENT CO.,3798 VILLAGE AVE,,NORFOLK,VA,23502,USA,,,0,FALSE,TRUE,Added via script
2961,Customer,ELEEQU,,0,Active,Ship02,ELECTRICAL EQUIPMENT CO.,EECO NORFOLK 3798 VILLAGE AVE.,,NORFOLK,VA,23502-5606,USA,,,0,FALSE,TRUE,Added via script
2962,Customer,ELECTR,,111,Active,Main,ELECTRO-COMM,3114 VANOWEN STREET,,BURBANK,CA,91505,USA,,,0,FALSE,TRUE,Added via script
2963,Customer,ELECON,,111,Active,Main,ELECTRONIC CONNECTIONS,195 LEHIGH AVE BUILDING 3,,LAKEWOOD,NJ,8701,USA,,,0,FALSE,TRUE,Added via script
2964,Customer,ELTINC,,111,Active,Main,ELTRONIK INC.,417 COMMERCIAL,,AVECLIFFSIDE PARK,NJ,7010,USA,,,0,FALSE,TRUE,Added via script
2965,Customer,ELTINC,,0,Active,Ship01,ELTRONIK INC.,5 VELA WAY,,EDGEWATER,NJ,7020,USA,,,0,FALSE,TRUE,Added via script
2966,Customer,ELTINC,,0,Active,Ship02,ELTRONIK INC.,6102 PARK AVE,,WEST NEW YORK,NJ,7093,USA,,,0,FALSE,TRUE,Added via script
2967,Customer,EMPAVI,,111,Active,Main,EMPIRE AVIONICS CORP.,38 LOOP ROAD SUITE 201,,WHITE PLAINS,NY,10604,USA,,,0,FALSE,TRUE,Added via script
2968,Customer,EMPAVI,,0,Active,Ship01,EMPIRE AVIONICS CORP.,16 MT EBO RD SOUTH SUITE 21,,BREWSTER,NY,10509,USA,,,0,FALSE,TRUE,Added via script
2969,Customer,ENGELE,,111,Active,Main,ENGLEWOOD ELECTRIC SUPPLY,3550 179TH ST,,HAMMOND,IN,46323,USA,,,0,FALSE,TRUE,Added via script
2971,Customer,ESTPAL,,111,Active,Main,ESTERLINE PALOMAR PRODUCTS INC.,23042 ARROYO VISTA,,SANTA MARGARITA,CA,92688,USA,,,0,FALSE,TRUE,Added via script
2972,Customer,EVOMAR,,111,Active,Main,EVOLUTION MARKETS INC.,10 BANK STREET,,WHITE PLAINS,NY,10606,USA,,,0,FALSE,TRUE,Added via script
2973,Customer,EX-ELT,,111,Active,Main,EX- ELTRONICS INC.,137 EXPRESS STREET NEW,,PLAINVIEW,NY,11803,USA,,,0,FALSE,TRUE,Added via script
2974,Customer,EX-INC,,111,Active,Main,EX-ELTRONICS INC.,137 EXPRESS STREET NEW,,PLAINVIEW,NY,11803,USA,,,0,FALSE,TRUE,Added via script
2975,Customer,EXTAER,,111,Active,Main,EXTANT AEROSPACE,SYMETRICS INDUSTRIES LLC 1615 W. NASA BLVD,,MELBOURNE,FL,32901,USA,,,0,FALSE,TRUE,Added via script
2976,Customer,FAAINC,,111,Active,Main,FAAC INC.,1195 OAK VALLEY DRIVE,,ANN ARBOR,MI,48108,USA,,,0,FALSE,TRUE,Added via script
2977,Customer,FASCOM,,111,Active,Main,FASTENAL COMPANY,100 HOLLYDAYSBURG PLAZA,,DUNCANSVILLE,PA,16635,USA,,,0,FALSE,TRUE,Added via script
2978,Customer,FASCOM,,0,Active,Ship01,FASTENAL COMPANY,24 JENNIFER ROAD,,DUNCANSVILLE,PA,16635,USA,,,0,FALSE,TRUE,Added via script
2979,Customer,FASCOM,,0,Active,Ship02,FASTENAL COMPANY,5851 GUION ROAD,,INDIANAPOLIS,IN,46254,USA,,,0,FALSE,TRUE,Added via script
2980,Customer,FERCOM,,111,Active,Main,FEREBEE-JOHNSON COMPANY INC.,927 E WASHINGTON ST,,CONVINGTON,VA,24426-1069,USA,,,0,FALSE,TRUE,Added via script
2981,Customer,FIDTEC,,111,Active,Main,FIDELITY TECHNOLOGIES CORP,832 9TH STREET,,IMPERIAL BEACH,CA,91932,USA,,,0,FALSE,TRUE,Added via script
2982,Customer,FIDTEC,,0,Active,Ship01,FIDELITY TECHNOLOGIES CORP,3355 ILLINOIS ST RM. BS131,,GREAT LAKES,IL,60088,USA,,,0,FALSE,TRUE,Added via script
2983,Customer,FIDTEC,,0,Active,Ship02,FIDELITY TECHNOLOGIES CORP,BUILDING 2528 BALTIMORE RD,,MAYPORT,FL,32228,USA,,,0,FALSE,TRUE,Added via script
2984,Customer,FIDTEC,,0,Active,Ship03,FIDELITY TECHNOLOGIES CORP,3355 ILLINOIS ST. RM. BS131 P.O. BOX 886944,,GREAT LAKES,IL,60088,USA,,,0,FALSE,TRUE,Added via script
2985,Customer,FINPAP,,111,Active,Main,FINCH PAPER LLC,1 GLEN STREET,,GLENS FALLS,NY,12801,USA,,,0,FALSE,TRUE,Added via script
2986,Customer,FLISAF,,111,Active,Main,FLIGHT SAFETY INTERNATIONAL,700 NORTH 9TH STREET,,BROKEN ARROW,OK,74012,USA,,,0,FALSE,TRUE,Added via script
2987,Customer,FORINT,,111,Active,Main,FORTRADE INTERNATIONAL,1611 ST. ANDREWS DRIVE,,LAWRENCE,KS,66047,USA,,,0,FALSE,TRUE,Added via script
2988,Customer,GATCOM,,111,Active,Main,GATELY COMMUNICATION CO.,MISSION MOBILITY 4855 BROOKSIDE CT SUITE B,,NORFOLK,VA,23502,USA,,,0,FALSE,TRUE,Added via script
2989,Customer,GATCOM,,0,Active,Ship01,GATELY COMMUNICATION CO.,501 INDUSTRY DR.,,HAMPTON,VA,23661,USA,,,0,FALSE,TRUE,Added via script
2990,Customer,GDIT,,111,Active,Main,GDIT,44421 AIRPORT RD,,HOLLY I V CALIFONIA,MD,20619,USA,,,0,FALSE,TRUE,Added via script
2991,Customer,GDIT,,0,Active,Ship01,GDIT,808 LIVE OAK DR. SUITE 101,,CHESAPEAKE,VA,23320,USA,,,0,FALSE,TRUE,Added via script
2992,Customer,GENAER,,111,Active,Main,GENESYS AERO SYSTEM,ONE STEC WAY,,MINERIAL WELLS,TX,76067,USA,,,0,FALSE,TRUE,Added via script
2993,Customer,GLOMAR,,111,Active,Main,GLOBAL MARKET DEVELOPMENT INC.,200 EXECUTIVE DRIVE UNIT G,,EDGEWOOD,NY,11717,USA,,,0,FALSE,TRUE,Added via script
2994,Customer,GLOTEC,,111,Active,Main,GLOBAL TECH SERVICES,1919 WILLIAMS STREET SUITE 310,,SIMI VALLEY,CL,93065,USA,,,0,FALSE,TRUE,Added via script
2995,Customer,GMSCOR,,111,Active,Main,GMS CORPORATION,1984 ISAAC NEWTON SQUARE WEST SUITE 104,,RESTON,VA,20190,USA,,,0,FALSE,TRUE,Added via script
2996,Customer,GOLSTA,,111,Active,Main,GOLDEN STAR TECHNOLOGY INC.,12881 166TH STREET,,CERRITOS,CA,90703,USA,,,0,FALSE,TRUE,Added via script
2997,Customer,GRAYBA,,111,Active,Main,GRAYBAR,P.O. BOX 78099,,ST. LOUIS,MO,63178,USA,,,0,FALSE,TRUE,Added via script
2998,Customer,GRAYBA,,0,Active,Ship01,GRAYBAR,300 ENTERPRISE STREET,,BISMARCK,ND,58501,USA,,,0,FALSE,TRUE,Added via script
2999,Customer,GRAYBA,,0,Active,Ship02,GRAYBAY,3350 W EARLL DR,,PHOENIX,AZ,85017-5242,USA,,,0,FALSE,TRUE,Added via script
3000,Customer,GREIND,,111,Active,Main,GREER INDUSTRIES,2521 E. LOOP 820 N.,,FORT WORTH,TX,76118,USA,,,0,FALSE,TRUE,Added via script
3002,Customer,H.KTEC,,0,Active,Ship01,H.K. TECHNOLOGIES INC,303 5TH AVE,,NEW YORK,NY,10016,USA,,,0,FALSE,TRUE,Added via script
3003,Customer,HAGNOR,,111,Active,Main,HAGEMEYER NORTH AMERICA INC.,CALLER SERVICE 1819,,ALPHARETTA,GA,30023-1819,USA,,,0,FALSE,TRUE,Added via script
3004,Customer,HAG&,,111,Active,Main,HAGGARD & STOCKING ASS. INC.,P.O. BOX 240,,BEECH GROVE,IN,46107,USA,,,0,FALSE,TRUE,Added via script
3005,Customer,HAG&,,0,Active,Ship01,HAGGARD & STOCKING ASS. INC.,CRESTVIEW AEROSPACE-L3 5486 FAIRCHILD ROAD,,CRESTVIEW,FL,32539-8157,USA,,,0,FALSE,TRUE,Added via script
3006,Customer,HAG&,,0,Active,Ship02,HAGGARD & STOCKING ASS. INC.,5486 FAIRCHILD ROAD,,CRESTVIEW,FL,32539-8157,USA,,,0,FALSE,TRUE,Added via script
3007,Customer,HICOM,,111,Active,Main,HI COM,1711 CUDABACK AVE # 5111,,NIAGARA FALLS,NY,14303,USA,,,0,FALSE,TRUE,Added via script
3008,Customer,HOSCOM,,111,Active,Main,HOSE-MCCANN COMMUNICATIONS,1241 WEST NEWPORT CENTER DR.,,DEERFIELD BEACH,FL,33442,USA,,,0,FALSE,TRUE,Added via script
3009,Customer,HUNING,,111,Active,Main,HUNTINGTON INGALLS INC.,SHIPBUILDING WHSE. 221,,PASCAGOULA,MS,39567,USA,,,0,FALSE,TRUE,Added via script
3010,Customer,INDSTU,,111,Active,Main,INDEPENDENT STUDIO SERVICES,9545 WENTWORTH ST,,SUNLAND,CA,91040,USA,,,0,FALSE,TRUE,Added via script
3011,Customer,INDSTU,,0,Active,Ship01,INDEPENDENT STUDIO SERVICES,355 WOOD RD,,BRAINTREE,MA,02184-2409,USA,,,0,FALSE,TRUE,Added via script
3012,Customer,INTPRO,,111,Active,Main,INTEGRADED PROCUREMENT TECH.,7230 HOLLISTER AVE,,GOLETA,CA,93117,USA,,,0,FALSE,TRUE,Added via script
3013,Customer,INTPRO,,0,Active,Ship01,INTEGRATED PROCUREMENT TECH.,320 STORKE ROAD,,GOLETA,CA,93117,USA,,,0,FALSE,TRUE,Added via script
3014,Customer,INTSUP,,111,Active,Main,INTEGRATED SUPPLY SYSTEMS,708 PINE STREET,,HERNDON,VA,20170,USA,,,0,FALSE,TRUE,Added via script
3015,Customer,INTPTE,,111,Active,Main,INTRICOM PTE. LTD.,1260 RED F OX,,ROAAD ARDEN HILLS,MN,55112,USA,,,0,FALSE,TRUE,Added via script
3016,Customer,IRVSIM,,111,Active,Main,IRVING SIMON PHOTOGRAPHERS,146 MEACHAM AVE,,ELMONT,NY,11003,USA,,,0,FALSE,TRUE,Added via script
3017,Customer,J&MAIR,,111,Active,Main,J&M AIRCRAFT SUPPLY INC,378 MEADOW DR,,WEST SENECA,NY,14224-1569,USA,,,0,FALSE,TRUE,Added via script
3018,Customer,JACLEN,,111,Active,Main,JACOB LENZ,100 INDEPENDENCE DRIVE BLDG. 313,,CAMP DOUGLAS,WI,54618,USA,,,0,FALSE,TRUE,Added via script
3019,Customer,JANELE,,111,Active,Main,JAN ELECTRONICS,6 TRUMAN STREET,,NEW LONDON,CT,6320,USA,,,0,FALSE,TRUE,Added via script
3020,Customer,JBLSYS,,111,Active,Main,JBL SYSTEMS SOLUTIONS,9802 SHADED,,DAY LAUREL,MD,20723-5791,USA,,,0,FALSE,TRUE,Added via script
3021,Customer,JBN,,111,Active,Main,JBN,6813 GUILFORD CREST DRIVE,,APOLLO BEACH,FL,33572,USA,,,0,FALSE,TRUE,Added via script
3022,Customer,JCSSER,,111,Active,Main,JCS SERVICES,28845 DEODAR PLACE,,SAUGUS,CL,91390,USA,,,0,FALSE,TRUE,Added via script
3023,Customer,JEMELE,,111,Active,Main,JEM ELECTRONICS INC.,23 NATIONAL DRIVE,,FRANKLIN,MA,2038,USA,,,0,FALSE,TRUE,Added via script
3024,Customer,JGBENT,,111,Active,Main,JGB ENTERPRISES INC.,P.O. BOX 209 115 METROPOLITAN DR.,,LIVERPOOL,NY,13088-0209,USA,,,0,FALSE,TRUE,Added via script
3025,Customer,JITMIL,,111,Active,Main,JIT MILITARY SALES,26670 SUCCESS DRIVE SUITE D,,MADISON,AL,35756,USA,,,0,FALSE,TRUE,Added via script
3026,Customer,JO-INC,,111,Active,Main,JO-KELL INC.,1716 LAMBERT COURT,,CHESAPEAKE,VA,23320,USA,,,0,FALSE,TRUE,Added via script
3027,Customer,JO-INC,,0,Active,Ship01,JO-KELL INC.,628 INNOVATION DRIVE,,CHESAPEAKE,VA,23320,USA,,,0,FALSE,TRUE,Added via script
3028,Customer,JONGRA,,111,Active,Main,JON GRAYDON,4409 BROOK FOREST DRIVE,,POANAMA CITY,FL,32404,USA,,,0,FALSE,TRUE,Added via script
3029,Customer,JOSPET,,111,Active,Main,JOSEPH PETTIGREW SSGT USAF,7872 CONNECTICUT DRIVE BLDG 1540,,HILL AFB,UT,84056,USA,,,0,FALSE,TRUE,Added via script
3030,Customer,JOYELE,,111,Active,Main,JOYCE ELECTRONICS CORP.,2049 RANGE ROAD,,CLEARWATER,FL,33765,USA,,,0,FALSE,TRUE,Added via script
3031,Customer,KAMIND,,111,Active,Main,KAMAN INDUSTRIAL TECHNOLOGIES,COMMONWEALTH BRANDS INC 301 NORTH SCALES ST,,REIDSVILLE,NC,27320,USA,,,0,FALSE,TRUE,Added via script
3033,Customer,KNIELE,,111,Active,Main,KNIGHT ELECTRONICS INTL.,31 MYRTLE STREET,,MANHASSET,NY,11030,USA,,,0,FALSE,TRUE,Added via script
3034,Customer,KSGINT,,111,Active,Main,KSG INTERNATIONAL INC.,1017 CREST BROOK,,RIVERSIDE,CA,92506,USA,,,0,FALSE,TRUE,Added via script
3035,Customer,KWCON,,111,Active,Main,KW CONSULTANTS,5250 NEIL RD SUITE 210,,RENO,NV,89502,USA,,,0,FALSE,TRUE,Added via script
3036,Customer,KWCON,,0,Active,Ship01,KW CONSULTANTS,745 W. MOANA LN SUITE 210,,RENO,NV,89509,USA,,,0,FALSE,TRUE,Added via script
3037,Customer,LANCOR,,111,Active,Main,LANDOLL CORPORATION,P.O. BOX 111,,MARYSVILLE,KS,66508-0111,USA,,,0,FALSE,TRUE,Added via script
3038,Customer,LANCOR,,0,Active,Ship01,LANDOLL CORPORATION,PARTS DISTRIBUTION CENTER 1900 NORTH STREET,,MARYSVILLE,KS,66508,USA,,,0,FALSE,TRUE,Added via script
3039,Customer,LB&ASS,,111,Active,Main,LB&B ASSOCIATES INC.,2688 WODEN STREET BLDG 3304,,SAN DIEGO,CA,92136-5491,USA,,,0,FALSE,TRUE,Added via script
3040,Customer,LCSTRA,,111,Active,Main,LCS TRAINING FACILITY MAYPORT,FIDELITY TECHNOLOGIES 1558 WILD FREN DRIVE,,FLEMING ISLAND,FL,32003,USA,,,0,FALSE,TRUE,Added via script
3041,Customer,LEIINN,,111,Active,Main,LEIDOS INNOVATIONS CORPORATION,901 BAY AREA BLVD.,,HOUSTON,TX,77058,USA,,,0,FALSE,TRUE,Added via script
3042,Customer,LH4ASS,,111,Active,Main,LH4 ASSOCIATES LLC,1002 LINCOLN DRIVE WEST SUITE G,,MARLTON,NJ,8053,USA,,,0,FALSE,TRUE,Added via script
3043,Customer,LITCOM,,111,Active,Main,LITTORAL COMBAT SHIP (LTF) ,2680 WODEN ST. BLDG. 3304 SUITE 1,,SAN DIEGO,CA,91136,USA,,,0,FALSE,TRUE,Added via script
3044,Customer,LONINC,,111,Active,Main,LONGWAVE INC.,115 E CALIFORNIA AVE SUITE 400,,OKLAHOMA CITY,OK,73104,USA,,,0,FALSE,TRUE,Added via script
3045,Customer,MACAER,,111,Active,Main,MAC AEROSPACE CORPORATION,14558 LEE ROAD,,CHANTILLY,VA,20151-1632,USA,,,0,FALSE,TRUE,Added via script
3046,Customer,MACCOM,,111,Active,Main,MACKAY COMMUNICATIONS INC.,3691 TRUST DRIVE,,RALEIGH,NC,27616-2955,USA,,,0,FALSE,TRUE,Added via script
3047,Customer,MADHEI,,111,Active,Main,MADISON HEIGHTS ,1357 EAST LINCOLN AVE,,MADISON HEIGHTS,MI,48071,USA,,,0,FALSE,TRUE,Added via script
3048,Customer,MARELE,,111,Active,Main,MARSH ELETRONIC INC.,1563 SOUTH 101ST STREET,,MILWAUKEE,WI,53124-0608,USA,,,0,FALSE,TRUE,Added via script
3049,Customer,MAVENG,,111,Active,Main,MAVEN ENGINEERING CORPORATION ,15944 DERWOOD ROAD,,ROCKVILLE,MD,20855,USA,,,0,FALSE,TRUE,Added via script
3050,Customer,MCAARM,,111,Active,Main,MCALESTER ARMY AMMUNITION PLANT,1 C TREE RD. BLDG 8,,MCALESTER,OK,74501,USA,,,0,FALSE,TRUE,Added via script
3051,Customer,MCMAST,,111,Active,Main,MCMASTER-CARR,P.O. BOX 5516,,CHICAGO,IL,60680-5516,USA,,,0,FALSE,TRUE,Added via script
3052,Customer,MCMAST,,0,Active,Ship01,MCMASTER-CARR,600 N COUNTY LINE RD,,ELMHURST,IL,60126-2081,USA,,,0,FALSE,TRUE,Added via script
3053,Customer,MCMAST,,0,Active,Ship02,MCMASTER-CARR,200 AURORA INDUSTRIAL PKWY,,AURORA,OH,44202-8087,USA,,,0,FALSE,TRUE,Added via script
3054,Customer,MCMAST,,0,Active,Ship03,MCMASTER-CARR,1901 RIVERSIDE PKWY,,DOUGLASVILLE,GA,30135-3150,USA,,,0,FALSE,TRUE,Added via script
3055,Customer,MECUSA,,111,Active,Main,MECANEX USA INC.,119 WHITE OAK DRIVE,,BERLIN,CT,6037,USA,,,0,FALSE,TRUE,Added via script
3056,Customer,MERCOR,,111,Active,Main,MERCOM CORPOATION,1008 TRIDENT STREET,,HANAHAN,SC,29410,USA,,,0,FALSE,TRUE,Added via script
3057,Customer,MHDROC,,111,Active,Main,MHD ROCKLAND SERVICES,2111 BALDWIN AVE SUITE 8,,CRAFTON,MD,21114,USA,,,0,FALSE,TRUE,Added via script
3058,Customer,MHDROC,,0,Active,Ship01,MHD ROCKLAND SERVICES,7110 AIRPORT ROAD,,STARKE,FL,32091,USA,,,0,FALSE,TRUE,Added via script
3059,Customer,MICBOU,,111,Active,Main,MICHAEL BOURNE,471 C STREET BLDG SP-64 2ND F,,NORFOLK,VA,23511-3905,USA,,,0,FALSE,TRUE,Added via script
3060,Customer,MICROB,,111,Active,Main,MICHAEL ROBERTSON,P.O. BOX 10275,,LYNCHBURG,VI,24506,USA,,,0,FALSE,TRUE,Added via script
3061,Customer,MICBOU,,111,Active,Main,MICHEAL BOURNE,471 C. STREET BLDG SP-64 2ND FLR,,NORFOLK,VA,23511-3905,USA,,,0,FALSE,TRUE,Added via script
3062,Customer,MILSPE,,111,Active,Main,MIL SPEC SERVICES,720 W. CHEYNENNE AVE UNIT A90,,NORTH LAS VEGAS,NV,89030,USA,,,0,FALSE,TRUE,Added via script
3064,Customer,MILSER,,111,Active,Main,MILSPEC SERVICES INC.,72Z0 W CHEYENNE AV UNIT A90,,NORTH LAS VEGAS,NV,89030,USA,,,0,FALSE,TRUE,Added via script
3065,Customer,MIRTEC,,111,Active,Main,MIRION TECHNOLOGIES (CANBERRA),800 RESEARCH PARKWAY,,MERIDEN,CT,6450,USA,,,0,FALSE,TRUE,Added via script
3066,Customer,MIRTEC,,0,Active,Ship01,MIRION TECHNOLOGIES (CANBERRA),CANBERRA INDUSTRIES INC 800 RESEARCH PARKWAY,,MERIDEN,CT,6450,USA,,,0,FALSE,TRUE,Added via script
3067,Customer,MISENG,,111,Active,Main,MISC ENGINEERING LLC,580 T. M. WEST PARKWAY,,WEST,TX,76691,USA,,,0,FALSE,TRUE,Added via script
3068,Customer,MOBCOM,,111,Active,Main,MOBILE COMMUNICATIONS AMERICA,501 INDUSTRY DR.,,HAMPTON,VA,23661,USA,,,0,FALSE,TRUE,Added via script
3069,Customer,MOUELE,,111,Active,Main,MOUSER ELECTRONICS,1000 N. MAIN STREET,,MANSFIELD,TX,76063,USA,,,0,FALSE,TRUE,Added via script
3070,Customer,MURELC,,111,Active,Main,MURRAY-BENJAMIN ELC. CO. L.P.,397 WEST AVE,,STAMFORD,CT,6902,USA,,,0,FALSE,TRUE,Added via script
3071,Customer,NASAER,,111,Active,Main,NASCO AEROSPACE AND ELECTRONICS,3232 44TH AVE NORTH,,SAINT PETERSBURG,FL,33714,USA,,,0,FALSE,TRUE,Added via script
3072,Customer,NATCOM,,111,Active,Main,NATIONAL COMMUNICATIONS INC.,69 WASHINGTON STREET,,WEST ORANGE,NJ,07052-5538,USA,,,0,FALSE,TRUE,Added via script
3073,Customer,NAVAIR,,111,Active,Main,NAVAL AIR WARFARE CENTER,BLDG 20279 ROOM 107A,,CHINA LAKLE,CA,93555,USA,,,0,FALSE,TRUE,Added via script
3074,Customer,NAVAIR,,0,Active,Ship01,NAVAL AIR WARFARE CENTER,2680 WODEN ST. BLDG. 3304 SUITE # 1,,SAN DIEGO,CA,92136,USA,,,0,FALSE,TRUE,Added via script
3075,Customer,NAVSUP,,111,Active,Main,NAVSUP,1260 SNOW POINTE RD,,GOOSE CREEK,SC,29445,USA,,,0,FALSE,TRUE,Added via script
3076,Customer,NAVFLC,,111,Active,Main,NAVSUP FLC NORFOLK CONTRACTING,SSN784 BLDG 87-1 ARGONAUT ROAD,,NEW LONDON GROTON,CT,6349,USA,,,0,FALSE,TRUE,Added via script
3077,Customer,NAVWEA,,111,Active,Main,NAVSUP WEAPON SYSTEM SUPPORT,1968 GILBERT ST. BLDG W143 DWY 17,,NORFOLK,VI,23511-0001,USA,,,0,FALSE,TRUE,Added via script
3078,Customer,NAVNOR,,111,Active,Main,NAVY NORFOLK VA,1027 BELLINGER BLVD,,NORFOLK,VA,23551,USA,,,0,FALSE,TRUE,Added via script
3079,Customer,NEWYOR,,111,Active,Main,NEW YORK POWER AUTHORITY,830 BARNHART ISLAND ROAD,,MASSENA,NY,13662,USA,,,0,FALSE,TRUE,Added via script
3080,Customer,NIWATL,,111,Active,Main,NIWC ATLANTIC,1008 TRIDENT STREET,,HANAHAN,SC,29410,USA,,,0,FALSE,TRUE,Added via script
3081,Customer,NORLLC,,111,Active,Main,NORCATEC LLC.,11055 EXCELSIOR BLVD,,HOPKINS,MN,55343,USA,,,0,FALSE,TRUE,Added via script
3082,Customer,NORNAV,,111,Active,Main,NORFOLK NAVAL SHIPYARD,RECEIVING OFFICER BLDG 276 BEATTY STREET,,PORTSMOUTH,VA,23707-1031,USA,,,0,FALSE,TRUE,Added via script
3083,Customer,NORSHO,,111,Active,Main,NORTH SHORE COMPONETS,9 SAWGRASS DRIVE,,BELLPORT,NY,11713,USA,,,0,FALSE,TRUE,Added via script
3084,Customer,NORWIN,,111,Active,Main,NORTHERN WINGS REPAIRS INC.,6679 COUNTY ROAD 392,,NEWBERRY,MI,49868,USA,,,0,FALSE,TRUE,Added via script
3085,Customer,NRGENE,,111,Active,Main,NRG ENERGY LLC,4600 CARLSBAB BLVD.,,CARLSBAD,CL,92008,USA,,,0,FALSE,TRUE,Added via script
3086,Customer,NSWCDD,,111,Active,Main,NSWCDD,6220 TISDALE RD. STE. 159,,DAHLGREN,VA,22448,USA,,,0,FALSE,TRUE,Added via script
3087,Customer,NSWCDD,,0,Active,Ship01,NSWCDD,18444 FRONTAGE ROAD,,DAHLGREN,VA,22448,USA,,,0,FALSE,TRUE,Added via script
3088,Customer,OCEO.E,,111,Active,Main,OCEANEARS O.E. ENTERPRICES,1638 COTTONWOOD DRIVE NORTH,,CANTON,OH,44720-1102,USA,,,0,FALSE,TRUE,Added via script
3089,Customer,OLYAVI,,111,Active,Main,OLYMPIC AVIATION PARTS,16818 MARQUARDT AVE,,CERRITOES,CA,90703,USA,,,0,FALSE,TRUE,Added via script
3090,Customer,OMIELE,,111,Active,Main,OMICRON ELECTRO MECHANICAL,802 OLIVE AVE,,DALHART,TX,79022,USA,,,0,FALSE,TRUE,Added via script
3091,Customer,OMYINC,,111,Active,Main,OMYA INC,206 OMYA,,WEST FLORENCE,VT,5744,USA,,,0,FALSE,TRUE,Added via script
3092,Customer,OPTINT,,111,Active,Main,OPTIMAL INTEGRATED SOLUTIONS,RUTHERFORD ROAD SUITE 109,,CARLSBAD,CA,92008-7125,USA,,,0,FALSE,TRUE,Added via script
3094,Customer,P-TCOR,,111,Active,Main,P-TECHNOLOGY CORPORATION,1705 DALTON RD.,,PALOS VERDES STATES,CA,90274,USA,,,0,FALSE,TRUE,Added via script
3095,Customer,P.AINC,,111,Active,Main,P.A.R.T.S. INC.,210 ANDREW DRIVE,,STOCKBRIDGE,GA,30281,USA,,,0,FALSE,TRUE,Added via script
3096,Customer,PACTOO,,111,Active,Main,PACIFIC TOOL & SAFETY,722 SUNSET CT,,SHELTON,WA,98584,USA,,,0,FALSE,TRUE,Added via script
3097,Customer,PARTEC,,111,Active,Main,PARAMOUNT TECHNOLOGIES INC.,715 MAIN STREET,,FOLLANSBEE W,VA,26037,USA,,,0,FALSE,TRUE,Added via script
3098,Customer,PARTAR,,111,Active,Main,PART TARGET,19354 LONDELIUS STREET UNIT C,,NORTHRIDGE,CA,91324,USA,,,0,FALSE,TRUE,Added via script
3099,Customer,PARINC,,111,Active,Main,PARTTARGET INC,8461 LAKE WORTH RD STE 233D,,LAKE WORTH,FL,334,USA,,,0,FALSE,TRUE,Added via script
3100,Customer,PHIINC,,111,Active,Main,PHI INC.,P.O. BOX 90340,,LAFAYETTE,LA,70509-0340,USA,,,0,FALSE,TRUE,Added via script
3101,Customer,PHOTRA,,111,Active,Main,PHOENIX TRADING INC.,640 LOFSTRAND LANE,,ROCKVILLE,MD,20850,USA,,,0,FALSE,TRUE,Added via script
3102,Customer,PIOIND,,111,Active,Main,PIONEER INDUSTRIES INC,155 MARINE ST,,FARMINGDALE,NY,11735,USA,,,0,FALSE,TRUE,Added via script
3103,Customer,POPAFB,,111,Active,Main,POPE AFB OSSOSAT,3465 SECOND STREET BUILDING 179,,POEP AFB,NC,28308,USA,,,0,FALSE,TRUE,Added via script
3104,Customer,POTELE,,111,Active,Main,POTTER ELECTRIC INC.,1343 WILSON AVE,,NATIONAL CITY,CA,91950,USA,,,0,FALSE,TRUE,Added via script
